name,x,y,width,height,rotated
b200,49,113,43,37,0
b201,309,222,29,26,1
b202,410,342,34,39,0
b203,43,459,15,28,0
b204,284,419,33,41,1
b205,533,260,21,15,0
b206,373,369,35,42,1
b207,403,199,33,28,0
b208,376,212,27,20,0
b209,62,281,36,45,1
b210,512,73,24,13,1
b211,470,153,12,16,1
b212,317,352,42,21,1
b213,275,141,32,14,0
b214,383,45,27,17,1
b215,218,468,29,21,0
b216,490,118,19,42,1
b217,294,66,48,20,1
b218,223,234,15,43,1
b219,272,269,18,28,1
b220,171,241,30,37,0
b221,92,130,13,45,0
b222,378,232,25,34,1
b223,508,505,22,19,0
b224,169,532,45,21,0
b225,329,456,38,47,1
b226,389,462,39,16,0
b227,73,0,32,13,1
b228,489,395,21,20,0
b229,444,301,48,24,1
b230,408,399,33,30,1
b231,128,29,16,30,0
b232,68,218,23,42,1
b233,532,505,13,16,1
b234,410,381,33,18,0
b235,332,257,46,22,1
b236,362,504,27,39,0
b237,512,214,21,40,0
b238,342,59,39,27,1
b239,142,329,22,40,1
b240,191,352,23,19,0
b241,164,363,24,13,1
b242,165,82,40,22,1
b243,467,440,37,34,0
b244,133,184,37,13,0
b245,278,526,36,24,0
b246,440,210,44,23,1
b247,403,227,36,39,0
b248,0,498,43,31,0
b249,0,386,35,27,0
b250,214,493,31,34,0
b251,251,83,43,34,0
b252,443,513,28,19,1
b253,290,269,13,15,1
b254,249,315,24,13,0
b255,415,70,47,39,0
b256,40,195,13,21,1
b257,317,409,33,17,1
b258,522,16,34,44,1
b259,105,0,26,12,0
b260,180,304,19,12,0
b261,317,456,12,45,0
b262,510,388,48,27,1
b263,0,65,46,47,1
b264,440,278,45,23,0
b265,351,152,45,15,0
b266,464,233,48,45,1
b267,369,423,39,34,1
b268,269,41,22,25,0
b269,272,251,37,18,0
b270,156,448,15,23,1
b271,186,162,42,24,0
b272,108,512,24,35,0
b273,68,260,30,21,1
b274,408,429,21,33,1
b275,387,87,28,22,1
b276,429,473,14,31,1
b277,135,429,12,47,0
b278,49,100,42,13,1
b279,0,423,43,39,1
b280,140,269,31,22,0
b281,440,192,30,18,0
b282,410,266,30,44,1
b283,528,308,15,13,1
b284,432,109,30,21,0
b285,156,471,13,33,0
b286,510,444,41,36,1
b287,169,511,42,21,0
b288,314,124,36,28,1
b289,0,166,37,33,1
b290,492,278,16,27,0
b291,323,152,28,43,0
b292,443,399,39,24,1
b293,457,0,19,43,1
b294,275,199,26,17,1
b295,317,503,43,13,0
b296,221,291,16,27,0
b297,102,358,38,31,0
b298,0,199,40,33,1
b299,280,297,13,13,1
