name,x,y,width,height,rotated
b88,174,37,29,44,0
b89,218,408,20,42,0
b90,437,228,24,46,1
b91,0,250,21,43,1
b92,171,436,47,45,1
b93,317,348,24,20,1
b94,102,36,31,19,0
b95,315,502,44,37,0
b96,102,359,33,46,1
b97,86,233,40,15,0
b98,485,328,35,13,1
b99,278,130,40,17,0
b100,293,41,45,44,1
b101,235,479,30,36,0
b102,0,35,36,40,1
b103,249,311,34,34,0
b104,443,333,42,14,0
b105,0,0,33,35,1
b106,409,0,12,33,0
b107,54,238,32,15,0
b108,469,0,38,37,1
b109,110,490,46,42,1
b110,507,0,42,39,1
b111,172,170,21,13,1
b112,64,357,30,25,0
b113,147,162,24,36,1
b114,243,0,44,34,1
b115,298,281,34,22,0
b116,140,436,28,19,0
b117,469,124,21,39,1
b118,46,165,38,44,1
b119,357,152,45,28,1
b120,102,0,36,36,1
b121,336,401,34,38,0
b122,265,486,20,43,1
b123,474,512,36,23,1
b124,140,455,31,35,0
b125,286,306,46,42,0
b126,24,156,22,12,0
b127,36,35,43,25,1
b128,282,237,28,44,1
b129,368,282,34,22,0
b130,99,132,30,26,0
b131,238,359,48,45,0
b132,368,304,39,18,1
b133,0,351,15,43,0
b134,15,387,47,34,1
b135,156,490,15,45,1
b136,484,403,37,12,0
b137,46,209,28,21,1
b138,36,82,42,28,0
b139,338,0,37,36,1
b140,373,211,43,12,1
b141,219,245,45,19,1
b142,420,46,37,27,1
b143,206,149,24,25,0
b144,47,345,15,40,0
b145,435,453,13,45,0
b146,338,36,33,48,1
b147,64,382,30,42,0
b148,264,237,18,20,0
b149,485,381,47,22,0
b150,443,347,31,23,1
b151,218,534,42,18,1
b152,396,247,19,16,1
b153,62,509,41,30,0
b154,393,44,17,22,1
b155,284,281,14,25,1
b156,453,0,16,28,1
b157,206,264,25,20,1
b158,140,284,13,23,1
b159,278,162,32,44,1
b160,402,168,16,27,1
b161,0,305,47,46,1
b162,140,266,31,18,0
b163,231,264,33,22,0
b164,457,88,41,36,1
b165,242,462,21,17,0
b166,19,421,36,34,1
b167,386,500,37,36,1
b168,380,322,24,41,0
b169,206,174,24,39,0
b170,140,220,29,45,0
b171,62,455,40,22,1
b172,332,300,13,27,1
b173,478,288,32,25,1
b174,386,457,16,43,1
b175,122,55,16,15,1
b176,317,368,38,33,1
b177,84,95,41,37,0
b178,293,85,19,17,1
b179,0,168,34,46,1
b180,0,443,19,40,0
b181,531,281,28,30,1
b182,190,481,45,24,0
b183,95,310,39,33,1
b184,104,532,46,25,0
b185,210,62,34,27,1
b186,64,424,33,31,1
b187,102,405,38,36,1
b188,169,226,37,40,0
b189,437,195,44,12,0
b190,359,479,27,37,1
b191,129,122,34,16,1
b192,457,166,48,29,1
b193,232,307,17,33,1
b194,186,411,28,13,0
b195,449,274,33,13,0
b196,511,488,41,41,0
b197,181,524,37,28,0
b198,62,477,48,19,0
b199,286,348,31,36,0
b200,485,341,43,37,0
b201,286,384,29,26,1
b202,435,127,34,39,0
b203,21,250,15,28,0
b204,402,127,33,41,1
b205,482,273,21,15,0
b206,36,0,42,35,0
b207,210,0,33,28,0
b208,95,290,27,20,0
b209,370,363,36,45,1
b210,218,450,24,13,1
b211,318,112,12,16,1
b212,86,248,21,42,0
b213,253,345,32,14,0
b214,509,179,17,27,0
b215,449,287,29,21,0
b216,490,124,19,42,1
b217,122,75,48,20,1
b218,510,206,15,43,1
b219,511,529,28,18,0
b220,171,266,30,37,0
b221,41,230,13,45,0
b222,174,81,34,25,0
b223,317,401,19,22,1
b224,437,207,45,21,0
b225,511,450,47,38,0
b226,95,343,39,16,0
b227,537,414,13,32,0
b228,383,437,21,20,0
b229,260,529,48,24,1
b230,474,482,33,30,1
b231,386,118,16,30,0
b232,107,248,23,42,1
b233,341,349,13,16,1
b234,537,381,18,33,1
b235,140,375,46,22,1
b236,68,292,27,39,0
b237,161,324,21,40,0
b238,418,168,39,27,1
b239,310,241,22,40,1
b240,171,303,23,19,0
b241,344,152,13,24,0
b242,528,341,22,40,0
b243,182,337,37,34,0
b244,135,207,37,13,0
b245,0,483,24,36,1
b246,315,479,44,23,1
b247,332,261,36,39,0
b248,138,0,31,43,1
b249,125,95,35,27,0
b250,273,206,34,31,1
b251,250,62,43,34,0
b252,218,515,28,19,1
b253,153,284,15,13,0
b254,211,371,24,13,0
b255,494,39,47,39,0
b256,317,466,21,13,0
b257,371,44,17,33,0
b258,375,0,34,44,1
b259,407,421,26,12,0
b260,416,211,19,12,0
b261,24,75,12,45,0
b262,510,254,48,27,1
b263,402,81,47,46,0
b264,79,13,23,45,1
b265,84,163,15,45,1
b266,461,228,48,45,1
b267,354,84,39,34,1
b268,156,535,25,22,1
b269,255,34,37,18,0
b270,140,307,15,23,1
b271,129,138,42,24,0
b272,0,75,24,35,0
b273,285,486,30,21,1
b274,172,149,33,21,0
b275,406,468,28,22,1
b276,366,322,14,31,1
b277,525,403,12,47,0
b278,62,496,42,13,1
b279,172,106,39,43,0
b280,36,60,31,22,0
b281,312,539,30,18,0
b282,407,263,30,44,1
b283,345,300,15,13,1
b284,229,286,30,21,0
b285,206,213,13,33,0
b286,0,214,41,36,1
b287,342,539,42,21,0
b288,250,110,28,36,0
b289,457,55,37,33,1
b290,242,446,27,16,1
b291,230,193,43,28,1
b292,396,223,39,24,1
b293,317,423,19,43,1
b294,330,112,17,26,0
b295,410,33,43,13,0
b296,155,297,16,27,0
b297,102,441,38,31,0
b298,283,410,33,40,0
b299,79,0,13,13,0
