name,x,y,width,height,rotated
b77,485,59,40,18,0
b78,130,149,42,16,0
b79,409,330,40,25,0
b80,43,429,15,36,1
b81,377,259,32,15,1
b82,350,110,39,24,0
b83,89,115,41,37,1
b84,102,434,38,34,1
b85,205,345,34,43,0
b86,143,362,44,39,1
b87,501,437,48,45,1
b88,175,214,29,44,0
b89,134,37,20,42,0
b90,64,53,24,46,1
b91,65,99,21,43,1
b92,0,253,47,45,1
b93,215,313,24,20,1
b94,333,312,19,31,1
b95,371,364,37,44,1
b96,312,508,33,46,1
b97,172,87,40,15,0
b98,389,137,35,13,1
b99,220,457,17,40,1
b100,290,36,45,44,1
b101,475,487,36,30,1
b102,0,468,40,36,0
b103,489,403,34,34,1
b104,273,477,42,14,0
b105,62,340,35,33,0
b106,540,113,12,33,0
b107,289,525,15,32,1
b108,423,0,37,38,0
b109,420,77,46,42,1
b110,130,110,42,39,1
b111,254,129,13,21,0
b112,278,268,25,30,1
b113,314,110,36,24,0
b114,212,0,44,34,1
b115,284,422,34,22,0
b116,62,290,28,19,0
b117,174,300,21,39,1
b118,437,474,38,44,1
b119,438,377,45,28,1
b120,35,0,36,36,1
b121,274,491,38,34,1
b122,220,388,20,43,1
b123,180,405,23,36,0
b124,366,436,35,31,1
b125,287,306,46,42,0
b126,489,391,22,12,0
b127,0,443,43,25,1
b128,62,509,44,28,0
b129,350,134,34,22,0
b130,485,29,26,30,1
b131,172,444,48,45,0
b132,228,226,39,18,1
b133,413,448,15,43,0
b134,228,150,47,34,1
b135,239,264,15,45,1
b136,537,252,12,37,1
b137,25,338,21,28,0
b138,367,304,28,42,1
b139,0,214,37,36,1
b140,143,350,43,12,1
b141,466,29,19,45,0
b142,466,77,37,27,1
b143,37,229,25,24,1
b144,47,253,15,40,0
b145,352,328,13,45,0
b146,511,0,33,48,1
b147,34,58,30,42,0
b148,365,346,20,18,1
b149,450,309,47,22,0
b150,510,225,31,23,1
b151,192,542,42,18,1
b152,318,403,19,16,1
b153,172,259,30,41,1
b154,64,36,22,17,0
b155,63,237,25,14,0
b156,352,467,28,16,0
b157,329,215,25,20,1
b158,40,216,23,13,0
b159,275,125,32,44,1
b160,273,184,16,27,1
b161,335,51,47,46,1
b162,318,348,31,18,0
b163,537,329,22,33,1
b164,88,237,41,36,1
b165,40,468,21,17,0
b166,92,0,34,36,0
b167,156,513,36,37,0
b168,371,27,41,24,1
b169,62,251,24,39,0
b170,290,80,45,29,1
b171,46,142,40,22,1
b172,0,298,13,27,1
b173,338,403,32,25,1
b174,46,164,43,16,0
b175,377,236,16,15,1
b176,437,441,38,33,1
b177,28,100,37,41,1
b178,140,444,19,17,1
b179,0,42,34,46,1
b180,511,482,19,40,0
b181,256,0,30,28,0
b182,172,489,45,24,0
b183,215,88,33,39,0
b184,239,309,46,25,0
b185,303,272,27,34,0
b186,13,141,33,31,1
b187,510,77,38,36,1
b188,388,182,37,40,0
b189,162,75,44,12,0
b190,482,214,27,37,1
b191,389,121,34,16,1
b192,212,34,48,29,1
b193,117,36,17,33,1
b194,511,537,28,13,0
b195,401,435,33,13,0
b196,102,393,41,41,1
b197,338,428,28,37,1
b198,62,468,48,19,0
b199,287,348,31,36,0
b200,143,401,37,43,1
b201,460,0,26,29,0
b202,428,140,34,39,0
b203,89,152,15,28,0
b204,102,313,33,41,1
b205,385,346,21,15,0
b206,0,0,35,42,1
b207,0,88,28,33,1
b208,248,109,27,20,0
b209,523,390,36,45,1
b210,523,335,13,24,0
b211,352,312,12,16,1
b212,192,521,42,21,1
b213,275,169,32,14,0
b214,187,388,27,17,1
b215,510,113,21,29,1
b216,516,248,19,42,1
b217,217,244,48,20,1
b218,47,293,15,43,1
b219,195,300,18,28,1
b220,134,0,30,37,0
b221,0,121,13,45,0
b222,63,212,34,25,0
b223,244,496,22,19,0
b224,510,171,45,21,0
b225,240,382,38,47,1
b226,497,296,16,39,1
b227,335,97,32,13,1
b228,290,0,21,20,0
b229,307,179,48,24,1
b230,367,274,33,30,1
b231,289,183,16,30,0
b232,352,483,23,42,1
b233,504,348,13,16,1
b234,355,193,33,18,0
b235,62,487,46,22,1
b236,393,408,39,27,1
b237,62,440,40,21,1
b238,384,0,39,27,1
b239,25,298,22,40,1
b240,352,373,19,23,1
b241,261,515,13,24,0
b242,537,289,22,40,0
b243,318,366,34,37,1
b244,138,246,37,13,0
b245,453,405,36,24,0
b246,172,170,23,44,0
b247,335,0,36,39,0
b248,389,78,31,43,1
b249,234,521,27,35,1
b250,284,444,34,31,1
b251,318,465,34,43,1
b252,482,437,19,28,0
b253,314,232,15,13,0
b254,215,75,24,13,0
b255,419,38,47,39,0
b256,371,0,13,21,1
b257,62,537,33,17,1
b258,393,225,44,34,0
b259,213,333,26,12,0
b260,329,203,19,12,0
b261,13,298,12,45,0
b262,164,0,48,27,1
b263,237,431,47,46,0
b264,349,156,45,23,0
b265,307,134,15,45,1
b266,462,251,48,45,1
b267,333,273,34,39,0
b268,475,465,25,22,1
b269,265,250,37,18,0
b270,47,336,15,23,1
b271,248,85,42,24,0
b272,14,408,24,35,0
b273,260,28,30,21,1
b274,71,0,21,33,1
b275,371,408,22,28,0
b276,0,408,14,31,1
b277,199,63,47,12,1
b278,450,296,42,13,1
b279,172,131,43,39,1
b280,217,264,22,31,1
b281,408,355,30,18,0
b282,62,373,30,44,1
b283,202,258,13,15,0
b284,466,128,30,21,0
b285,215,150,13,33,0
b286,409,294,41,36,1
b287,424,119,42,21,0
b288,89,79,28,36,0
b289,135,213,37,33,1
b290,34,42,27,16,1
b291,88,36,28,43,0
b292,438,251,24,39,0
b293,485,348,19,43,1
b294,220,431,17,26,0
b295,425,182,13,43,1
b296,156,480,16,27,0
b297,475,517,31,38,1
b298,510,192,40,33,1
b299,302,250,13,13,1
