name,x,y,width,height,rotated
b174,391,345,43,16,0
b175,204,491,15,16,0
b176,401,271,33,38,0
b177,132,335,37,41,1
b178,58,0,19,17,1
b179,493,357,34,46,1
b180,126,68,40,19,1
b181,356,246,28,30,1
b182,452,419,45,24,0
b183,190,47,33,39,0
b184,215,204,46,25,0
b185,459,297,34,27,1
b186,174,316,33,31,1
b187,104,0,36,38,0
b188,488,479,40,37,1
b189,438,70,44,12,0
b190,12,88,27,37,1
b191,132,319,34,16,1
b192,363,502,48,29,1
b193,41,0,17,33,1
b194,401,388,28,13,0
b195,310,476,33,13,0
b196,0,0,41,41,0
b197,137,376,37,28,0
b198,207,409,48,19,0
b199,0,342,36,31,1
b200,104,481,37,43,1
b201,64,310,29,26,1
b202,418,437,34,39,0
b203,530,488,15,28,0
b204,263,127,41,33,0
b205,384,246,15,21,1
b206,263,46,42,35,0
b207,295,0,33,28,0
b208,438,0,20,27,1
b209,354,35,36,45,1
b210,142,495,24,13,1
b211,355,304,16,12,0
b212,354,80,42,21,1
b213,533,372,14,32,1
b214,396,95,27,17,1
b215,277,480,21,29,1
b216,274,241,42,19,0
b217,361,0,48,20,1
b218,459,252,15,43,1
b219,427,313,18,28,1
b220,334,352,30,37,0
b221,446,252,13,45,0
b222,12,140,34,25,0
b223,258,460,19,22,1
b224,12,210,21,45,1
b225,0,41,38,47,1
b226,506,305,39,16,0
b227,278,282,32,13,1
b228,128,128,20,21,1
b229,306,103,48,24,1
b230,137,404,33,30,1
b231,126,38,16,30,0
b232,207,317,23,42,1
b233,86,16,13,16,1
b234,428,235,18,33,1
b235,213,138,46,22,1
b236,345,475,39,27,1
b237,277,509,21,40,0
b238,401,361,39,27,1
b239,399,170,22,40,1
b240,169,165,23,19,0
b241,396,71,13,24,0
b242,278,260,40,22,1
b243,513,199,34,37,1
b244,223,84,37,13,0
b245,174,276,24,36,1
b246,218,160,44,23,1
b247,93,300,39,36,1
b248,99,162,31,43,1
b249,328,389,35,27,0
b250,221,515,34,31,1
b251,356,179,43,34,0
b252,90,251,28,19,1
b253,213,121,13,15,1
b254,104,524,24,13,0
b255,343,436,47,39,0
b256,148,128,21,13,0
b257,363,403,33,17,1
b258,502,45,34,44,1
b259,262,235,12,26,1
b260,533,404,12,19,1
b261,434,268,12,45,0
b262,173,520,48,27,1
b263,248,0,47,46,0
b264,525,431,23,45,1
b265,485,520,45,15,0
b266,430,82,45,48,0
b267,474,263,39,34,1
b268,446,324,22,25,0
b269,391,531,37,18,0
b270,355,316,15,23,1
b271,290,199,42,24,0
b272,503,321,24,35,0
b273,458,27,30,21,1
b274,513,178,33,21,0
b275,174,347,22,28,0
b276,399,112,31,14,0
b277,178,47,12,47,0
b278,86,162,13,42,0
b279,474,178,39,43,0
b280,255,515,22,31,1
b281,310,379,18,30,1
b282,12,373,30,44,1
b283,399,256,13,15,0
b284,413,401,30,21,0
b285,190,86,33,13,1
b286,452,479,36,41,0
b287,354,124,42,21,0
b288,262,199,28,36,0
b289,238,482,37,33,1
b290,399,210,27,16,1
b291,36,310,28,43,0
b292,47,180,39,24,1
b293,438,27,19,43,1
b294,310,302,17,26,0
b295,351,22,43,13,0
b296,77,0,27,16,1
b297,142,508,31,38,1
b298,356,213,40,33,1
b299,217,277,13,13,0
