name,x,y,width,height,rotated
b84,24,261,34,38,0
b85,507,345,34,43,0
b86,142,370,44,39,1
b87,238,364,48,45,1
b88,177,226,29,44,0
b89,218,400,20,42,0
b90,0,223,24,46,1
b91,387,317,21,43,1
b92,171,460,47,45,1
b93,212,376,20,24,0
b94,512,229,31,19,0
b95,0,0,44,37,0
b96,522,0,33,46,1
b97,172,103,40,15,0
b98,467,541,35,13,1
b99,504,70,40,17,0
b100,297,16,44,45,0
b101,354,97,36,30,1
b102,102,450,40,36,0
b103,401,143,34,34,0
b104,468,197,42,14,0
b105,134,101,33,35,1
b106,383,27,12,33,0
b107,372,329,15,32,1
b108,316,88,38,37,1
b109,85,269,46,42,1
b110,0,37,42,39,1
b111,545,46,13,21,0
b112,266,36,30,25,0
b113,23,121,24,36,1
b114,221,0,44,34,1
b115,240,323,34,22,0
b116,15,347,19,28,1
b117,254,96,21,39,1
b118,436,470,38,44,1
b119,42,55,45,28,1
b120,139,0,36,36,0
b121,367,403,38,34,1
b122,218,442,20,43,1
b123,515,532,36,23,1
b124,172,72,35,31,1
b125,286,302,46,42,0
b126,317,459,22,12,0
b127,424,183,43,25,1
b128,326,125,28,44,1
b129,219,247,34,22,0
b130,408,413,30,26,0
b131,105,168,48,45,0
b132,493,327,39,18,1
b133,0,347,15,43,0
b134,90,222,34,47,0
b135,47,342,15,45,1
b136,446,309,37,12,0
b137,112,352,21,28,0
b138,366,268,42,28,0
b139,50,119,37,36,1
b140,438,413,43,12,1
b141,488,415,45,19,1
b142,340,189,37,27,1
b143,131,492,25,24,1
b144,90,182,15,40,0
b145,438,425,13,45,0
b146,410,344,33,48,1
b147,410,255,30,42,0
b148,201,285,18,20,0
b149,446,326,47,22,0
b150,0,76,23,31,0
b151,184,530,42,18,1
b152,533,409,19,16,1
b153,172,157,30,41,1
b154,377,189,17,22,1
b155,34,480,25,14,0
b156,70,27,16,28,1
b157,105,148,25,20,1
b158,40,248,23,13,0
b159,277,160,32,44,1
b160,70,0,16,27,1
b161,230,135,47,46,1
b162,540,498,18,31,1
b163,392,110,22,33,1
b164,173,36,41,36,1
b165,0,471,17,21,1
b166,139,36,34,36,0
b167,378,213,37,36,1
b168,332,307,24,41,0
b169,440,247,24,39,0
b170,313,482,45,29,1
b171,62,519,40,22,1
b172,37,157,13,27,1
b173,305,260,25,32,0
b174,260,248,43,16,0
b175,124,56,15,16,0
b176,512,196,38,33,1
b177,275,409,37,41,1
b178,516,310,19,17,1
b179,498,464,46,34,0
b180,512,177,40,19,1
b181,517,434,28,30,1
b182,171,505,45,24,0
b183,102,380,33,39,0
b184,332,243,46,25,0
b185,200,332,34,27,1
b186,405,476,31,33,0
b187,354,61,38,36,1
b188,140,226,37,40,0
b189,240,311,44,12,0
b190,485,211,27,37,1
b191,34,427,16,34,0
b192,124,72,48,29,1
b193,309,145,17,33,1
b194,42,37,28,13,0
b195,331,230,33,13,0
b196,90,311,41,41,0
b197,408,439,28,37,1
b198,62,541,48,19,0
b199,286,344,31,36,0
b200,0,518,43,37,0
b201,44,0,26,29,0
b202,332,268,34,39,0
b203,156,492,15,28,0
b204,435,142,33,41,1
b205,215,317,21,15,0
b206,373,361,35,42,1
b207,229,490,33,28,0
b208,87,0,20,27,1
b209,339,437,36,45,1
b210,240,287,13,24,0
b211,107,0,16,12,0
b212,366,296,42,21,1
b213,493,345,14,32,1
b214,278,264,27,17,1
b215,283,484,29,21,0
b216,457,0,19,42,1
b217,142,350,48,20,1
b218,47,299,15,43,1
b219,156,529,28,18,0
b220,171,270,30,37,0
b221,423,509,13,45,0
b222,515,498,25,34,1
b223,382,143,19,22,1
b224,440,226,45,21,0
b225,62,436,38,47,1
b226,469,293,39,16,0
b227,395,27,13,32,0
b228,533,388,20,21,1
b229,0,494,48,24,1
b230,186,400,30,33,0
b231,356,329,16,30,0
b232,415,213,23,42,1
b233,317,403,16,13,0
b234,512,87,33,18,0
b235,411,27,46,22,1
b236,63,311,27,39,0
b237,62,396,21,40,0
b238,176,433,39,27,1
b239,190,359,22,40,1
b240,354,361,19,23,1
b241,375,468,24,13,1
b242,142,452,22,40,0
b243,317,369,37,34,0
b244,135,213,37,13,0
b245,506,46,36,24,0
b246,35,96,44,23,1
b247,410,305,36,39,0
b248,512,134,31,43,1
b249,349,516,35,27,0
b250,336,403,31,34,0
b251,254,62,43,34,0
b252,392,60,19,28,0
b253,277,204,13,15,1
b254,507,388,24,13,0
b255,411,49,47,39,0
b256,278,281,13,21,1
b257,483,309,33,17,1
b258,0,427,34,44,1
b259,212,364,26,12,0
b260,34,461,12,19,1
b261,23,76,12,45,0
b262,297,61,48,27,1
b263,420,88,46,47,1
b264,483,152,23,45,1
b265,468,142,15,45,1
b266,464,248,48,45,1
b267,90,66,34,39,0
b268,253,281,25,22,1
b269,512,248,37,18,0
b270,153,164,15,23,1
b271,341,37,42,24,0
b272,289,505,24,35,0
b273,317,348,30,21,1
b274,408,392,33,21,0
b275,392,88,28,22,1
b276,493,377,14,31,1
b277,206,205,12,47,0
b278,42,83,42,13,1
b279,172,118,43,39,1
b280,140,266,31,22,0
b281,219,269,30,18,0
b282,62,352,30,44,1
b283,493,126,15,13,1
b284,219,287,21,30,1
b285,206,252,13,33,0
b286,474,505,41,36,1
b287,218,226,42,21,0
b288,266,0,28,36,0
b289,0,157,37,33,1
b290,466,126,27,16,1
b291,354,127,28,43,0
b292,87,27,24,39,0
b293,317,416,19,43,1
b294,83,396,17,26,0
b295,340,543,43,13,0
b296,291,204,16,27,0
b297,102,419,38,31,0
b298,0,190,40,33,1
b299,216,505,13,13,0
